idinmueble,cct1,cct2,cct3,cct4,inmueble,principal,alcaldia,coord_x,coord_y,CVEGEO_AGEB,CVE_MUN,CVE_AGEB,matricula_911,fuente_matricula_base,mat_2024_2025,mat_2025_2026,mat_2026_2027,mat_2027_2028,mat_2028_2029,mat_2029_2030,mat_2030_2031,mat_2031_2032,mat_2032_2033,mat_2033_2034,mat_2034_2035,mat_2035_2036,observaciones
801681,09DPR1286P,09DBN0075F,,,HOLANDA,Primaria,Iztapalapa,-99.111706,19.353474,0900700011180,007,1180,528,Estadística 911,528,516,505,493,483,472,461,450,441,431,421,411,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801682,09DJN1249V,,,,HUITZILIHUITL,Preescolar,Iztapalapa,-99.081238,19.300136,0900700014306,007,4306,167,Estadística 911,167,161,155,148,143,138,132,127,122,118,113,108,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801683,09DJN1239O,,,,HUITZITZILIN,Preescolar,Iztapalapa,-99.069251,19.292771,0900700014359,007,4359,203,Estadística 911,203,195,188,181,174,167,160,154,148,142,137,131,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801684,09DJN0665B,,,,IGNACIO ALLENDE,Preescolar,Iztapalapa,-99.123396,19.367648,0900700012526,007,2526,33,Estadística 911,33,31,30,29,28,27,26,25,24,23,22,21,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801685,09DPR2606Q,,,,IGNACIO GONZÁLEZ GUZMÁN,Primaria,Iztapalapa,-99.051613,19.354369,0900700014734,007,4734,309,Estadística 911,309,303,296,289,282,276,270,264,258,253,246,241,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801686,09DPR5103S,09DPR5107O,,,IGNACIO MANUEL ALTAMIRANO,Primaria,Iztapalapa,-99.027568,19.342153,0900700015003,007,5003,647,Estadística 911,647,633,618,605,591,578,565,552,540,528,516,504,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801687,09DJN0782R,,,,IGNACIO RAMÍREZ,Preescolar,Iztapalapa,-99.043682,19.392944,0900700010089,007,0089,195,Estadística 911,195,188,180,173,167,160,154,149,142,137,132,127,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801688,09DJN0338H,09DJN0315X,,,IGNACIO ZARAGOZA,Preescolar,Iztapalapa,-99.049572,19.386943,0900700010144,007,0144,179,Estadística 911,179,172,165,159,153,147,141,136,131,125,121,116,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801689,09DJN1372V,09DJN1424K,,,IMMANTI,Preescolar,Iztapalapa,-99.040321,19.315703,0900700015516,007,5516,254,Estadística 911,254,244,235,226,217,209,201,193,186,178,172,165,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801690,09TIN0001Z,,,,INDUSTRIAS PROTEGIDAS 1 PROFRA. FLORENTINA GONZÁLEZ CIPRE,Especial - CAM,Iztapalapa,-99.129338,19.362412,0900700010657,007,0657,63,Estadística 911,63,65,68,70,73,75,78,81,84,87,90,93,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801691,09DES0291N,09DES4291O,,,ING. JAVIER BARROS SIERRA,Secundaria,Iztapalapa,-99.005988,19.337109,0900700013100,007,3100,1243,Estadística 911,1243,1221,1200,1178,1157,1137,1117,1097,1078,1058,1040,1021,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801692,09DPR1216U,09DPR1217T,,,ING. ROBERTO GAYOL,Primaria,Iztapalapa,-99.070817,19.310454,0900700012102,007,2102,638,Estadística 911,638,624,609,596,583,570,557,544,533,520,509,498,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801693,09DPR2817U,09DPR2643U,,,PROFR. JOSÉ ROMERO Y FUENTES,Primaria,Iztapalapa,-99.062387,19.319219,090070001337A,007,337A,1026,Estadística 911,1026,1003,980,959,938,916,896,876,856,837,818,800,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801694,09DJN0435J,,,,ISRAEL,Preescolar,Iztapalapa,-99.120178,19.355137,0900700011176,007,1176,85,Estadística 911,85,82,79,76,73,70,67,65,62,60,57,55,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801695,09DJN0950X,,,,ITZAMARAII,Preescolar,Iztapalapa,-98.984835,19.341646,0900700012969,007,2969,142,Estadística 911,142,136,131,126,121,116,112,107,104,99,95,92,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801696,09DJN1181E,09DJN1268J,,,ITZAMATUL,Preescolar,Iztapalapa,-99.007193,19.338742,0900700013100,007,3100,318,Estadística 911,318,306,294,282,272,261,251,242,232,223,215,206,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801697,09DJN0449M,09DJN1202A,,,ITZURI,Preescolar,Iztapalapa,-99.036496,19.341679,0900700011763,007,1763,307,Estadística 911,307,295,283,272,262,252,242,233,224,215,207,199,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801698,09DJN0856S,,,,IZCOATL,Preescolar,Iztapalapa,-99.100542,19.374045,0900700012460,007,2460,146,Estadística 911,146,141,135,130,124,120,115,111,107,103,98,95,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801699,09DES0236U,09DES4236V,,,IZTAPALAPA,Secundaria,Iztapalapa,-99.050103,19.396062,0900700010017,007,0017,1129,Estadística 911,1129,1109,1089,1070,1051,1032,1014,997,978,962,944,928,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801700,09DJN1014H,,,,IZTAPALAPA,Preescolar,Iztapalapa,-98.997423,19.36731,0900700013717,007,3717,169,Estadística 911,169,162,156,150,144,139,134,128,123,119,114,110,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801701,09DPR0113R,,,,J. CONCEPCIÓN RIVERA,Primaria,Iztapalapa,-99.031272,19.356283,0900700011091,007,1091,415,Estadística 911,415,406,397,388,379,370,362,354,346,338,331,324,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801702,09DJN0450B,,,,JACARANDAS,Preescolar,Iztapalapa,-99.051372,19.345679,0900700011301,007,1301,166,Estadística 911,166,160,154,147,142,137,131,126,121,117,112,107,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801703,09DPR5105Q,,,,JAIME SABINES,Primaria,Iztapalapa,-99.003716,19.333077,0900700013346,007,3346,443,Estadística 911,443,432,423,414,405,395,387,378,369,361,353,345,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801704,09DES0132Z,,,,JAPON,Secundaria,Iztapalapa,-99.048154,19.341645,0900700011655,007,1655,710,Estadística 911,710,698,685,673,661,649,638,626,615,605,594,583,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801705,09DPR1280V,,,,JAPON,Primaria,Iztapalapa,-99.11847,19.366549,0900700010680,007,0680,211,Estadística 911,211,206,201,197,192,188,183,180,175,172,168,164,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801706,09DPR0056Q,09DPR4509B,,,JESÚS NARVAEZ GALDEANO,Primaria,Iztapalapa,-99.058361,19.329808,0900700013026,007,3026,803,Estadística 911,803,785,767,750,733,717,701,685,670,655,641,626,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801707,09DJN0453Z,,,,JOHN F. KENNEDY,Preescolar,Iztapalapa,-99.129529,19.364335,0900700010657,007,0657,74,Estadística 911,74,71,69,66,63,61,59,56,54,52,50,48,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801708,09DES0235V,09DES4235W,,,JOSÉ CLEMENTE OROZCO,Secundaria,Iztapalapa,-99.064668,19.35296,0900700011265,007,1265,271,Estadística 911,271,266,261,256,253,248,243,239,234,231,227,222,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801709,09DPR2728A,,,,JOSÉ DOLORES MEDINA DELGADO,Primaria,Iztapalapa,-99.049259,19.386532,0900700010144,007,0144,199,Estadística 911,199,195,190,186,182,178,174,170,166,162,159,155,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801710,09DPR1274K,09DPR1275J,,,JOSÉ GUADALUPE GÓMEZ,Primaria,Iztapalapa,-99.081677,19.356557,0900700014912,007,4912,321,Estadística 911,321,314,307,300,293,286,280,274,268,262,256,251,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801711,09DPR4229S,09DPR4230H,,,JOSÉ GUADALUPE POSADA,Primaria,Iztapalapa,-99.005123,19.34256,0900700015304,007,5304,470,Estadística 911,470,459,449,439,429,419,410,401,392,383,375,367,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801712,09DPR0006I,09DPR4108G,,,JOSÉ MA. RODRÍGUEZ COS,Primaria,Iztapalapa,-99.044782,19.328344,0900700013295,007,3295,1168,Estadística 911,1168,1142,1116,1091,1067,1043,1020,997,974,953,932,911,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801713,09DPR1076K,09DPR1075L,,,JOSÉ MARÍA MERCADO,Primaria,Iztapalapa,-99.048324,19.395098,0900700010040,007,0040,845,Estadística 911,845,826,808,790,772,755,738,721,705,690,674,659,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801714,09DES0275W,09DES4275X,,,JOSÉ MARÍA VELASCO,Secundaria,Iztapalapa,-99.063421,19.324106,090070001337A,007,337A,961,Estadística 911,961,944,928,911,895,879,864,848,833,818,804,790,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801715,09DPR1271N,09DPR1273L,,,JOSÉ MARIANO JIMÉNEZ,Primaria,Iztapalapa,-99.042789,19.346353,0900700011496,007,1496,565,Estadística 911,565,553,540,528,517,505,494,483,471,461,451,441,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801716,09DES0084F,09DES4084G,,,JOSÉ MARTI,Secundaria,Iztapalapa,-99.107095,19.345655,0900700011388,007,1388,925,Estadística 911,925,908,893,877,862,846,831,817,802,788,773,760,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801717,09DES0253K,09DES4253L,,,JOSÉ NATIVIDAD MACIAS,Secundaria,Iztapalapa,-99.067421,19.350801,0900700011250,007,1250,427,Estadística 911,427,420,412,405,397,391,383,377,370,364,357,350,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801718,09DPR2799V,09DPR2653A,,,JOSÉ ORTEGA Y GASSET,Primaria,Iztapalapa,-99.012774,19.345212,0900700014946,007,4946,652,Estadística 911,652,637,623,609,596,582,569,557,544,532,520,508,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801719,09DJN1425Q,,,,JOSÉ ROSAS MORENO,Preescolar,Iztapalapa,-99.039025,19.377533,0900700015605,007,5605,131,Estadística 911,131,126,121,116,112,107,103,99,96,92,88,85,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801720,09DPR0871A,09DBA0078Z,09DBS0045G,,JOSÉ VASCONCELOS,Primaria,Iztapalapa,-99.059478,19.342413,0900700011621,007,1621,540,Estadística 911,540,528,517,505,494,483,471,461,451,441,431,421,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801721,09DES0315G,,,,JOSÉ VASCONCELOS,Secundaria,Iztapalapa,-99.088404,19.333505,0900700015889,007,5889,579,Estadística 911,579,569,559,549,539,529,520,511,502,493,484,475,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801722,09DJN1098F,,,,JOSEFA ORTIZ DE DOMÍNGUEZ,Preescolar,Iztapalapa,-99.009666,19.345831,0900700012738,007,2738,148,Estadística 911,148,142,136,131,126,121,116,112,108,103,99,96,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801723,09DPR1272M,09DPR1269Z,,,JUAN DE MATA RIVERA,Primaria,Iztapalapa,-99.067004,19.306636,0900700012174,007,2174,638,Estadística 911,638,624,609,596,583,570,557,544,533,520,509,498,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801724,09DES0172Z,,,,JUAN JACOBO ROUSSEAU,Secundaria,Iztapalapa,-99.026857,19.367726,0900700010765,007,0765,264,Estadística 911,264,260,255,251,246,242,237,233,229,225,221,217,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801725,09DPR2288U,09DPR2111G,,,JUAN RODRÍGUEZ PUEBLA,Primaria,Iztapalapa,-99.015986,19.377737,0900700010623,007,0623,802,Estadística 911,802,784,766,749,732,716,700,684,669,654,640,625,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801726,09DPR5043U,09DPR5073O,,,JUAN RULFO,Primaria,Iztapalapa,-99.035656,19.368638,0900700015677,007,5677,433,Estadística 911,433,423,414,404,396,387,379,370,362,354,346,337,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801727,09DPR1177I,,,,JUANA DE ASBAJE,Primaria,Iztapalapa,-99.111702,19.367152,0900700010708,007,0708,301,Estadística 911,301,295,288,281,275,269,263,257,252,246,240,235,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801728,09DPR3177W,,,,JUANA PAVON DE MORELOS,Primaria,Iztapalapa,-99.114467,19.361564,0900700010943,007,0943,270,Estadística 911,270,264,258,252,247,241,236,230,225,221,215,211,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801729,09DJN0047S,,,,JUANA PAVON DE MORELOS,Preescolar,Iztapalapa,-99.130644,19.369626,0900700010498,007,0498,62,Estadística 911,62,60,57,55,53,51,49,47,46,43,42,40,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801730,09DJN1324L,09DJN1334S,,,JULIAN CARRILLO,Preescolar,Iztapalapa,-99.056799,19.374168,0900700014594,007,4594,221,Estadística 911,221,213,204,196,189,182,174,168,161,155,149,143,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801731,09DPR4182O,09DPR4183N,09DBA0044I,09DBS0048D,JULIO CORTAZAR,Primaria,Iztapalapa,-99.038455,19.384674,0900700013577,007,3577,401,Estadística 911,401,392,384,375,367,358,350,342,335,327,320,313,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801732,09DES0287A,09DES4287B,,,JULIO VERNE,Secundaria,Iztapalapa,-99.05112,19.333902,0900700014043,007,4043,1154,Estadística 911,1154,1134,1114,1094,1075,1056,1037,1019,1000,983,965,948,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801733,09DES0296I,09DES4296J,,,JUSTO SIERRA,Secundaria,Iztapalapa,-99.01968,19.37974,0900700010479,007,0479,1080,Estadística 911,1080,1061,1041,1023,1006,987,970,953,936,919,904,887,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801734,09DJN0389O,,,,JUVENTINO ROSAS,Preescolar,Iztapalapa,-99.107463,19.378589,0900700010375,007,0375,136,Estadística 911,136,131,126,121,117,112,108,104,99,95,92,88,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801735,09DJN0604O,09DJN0864A,,,KUKULKAN,Preescolar,Iztapalapa,-99.031572,19.387171,0900700012386,007,2386,155,Estadística 911,155,149,143,138,132,127,122,117,113,109,104,101,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801736,09DJN0822B,,,,LÁZARO CARDENAS,Preescolar,Iztapalapa,-99.120475,19.375074,0900700015272,007,5272,147,Estadística 911,147,142,136,131,126,121,116,111,108,104,99,95,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801737,09DES0313I,09DES4313J,,,LÁZARO CARDENAS DEL RÍO,Secundaria,Iztapalapa,-99.006708,19.347462,0900700012738,007,2738,1340,Estadística 911,1340,1316,1292,1269,1247,1225,1203,1182,1161,1141,1120,1100,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801738,09DPR3074Z,09DPR2466G,,,LEANDRO VALLE,Primaria,Iztapalapa,-99.070616,19.377462,0900700010411,007,0411,707,Estadística 911,707,692,676,661,646,632,618,603,590,577,564,552,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801739,09DJN0227C,,,,LEON FELIPE,Preescolar,Iztapalapa,-99.066761,19.361319,0900700011015,007,1015,139,Estadística 911,139,134,128,124,119,114,110,106,101,97,93,90,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801740,09DPR2109S,09DPR2110H,,,LEOPOLDO KIEL,Primaria,Iztapalapa,-99.04119,19.390238,0900700013613,007,3613,780,Estadística 911,780,763,746,729,713,697,681,666,651,636,622,609,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801741,09DES0274X,,,,LIBRADO RIVERA GODINEZ,Secundaria,Iztapalapa,-99.037222,19.37646,0900700010445,007,0445,357,Estadística 911,357,351,345,339,333,327,321,316,310,305,299,294,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801742,09DPR2844R,,,,LIC. ANTONIO DÍAZ SOTO Y GAMA,Primaria,Iztapalapa,-99.056266,19.336508,0900700012884,007,2884,559,Estadística 911,559,546,534,523,511,500,488,478,467,456,446,436,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801743,09DJN0937C,,,,LIC. ISIDRO FABELA ALFARO,Preescolar,Iztapalapa,-99.080087,19.367269,0900700013651,007,3651,91,Estadística 911,91,87,84,81,78,75,72,69,66,64,61,59,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801744,09DPR2921F,09DPR2806O,,,LIC. JOSÉ MA. LAFRAGUA,Primaria,Iztapalapa,-99.016045,19.356983,0900700012530,007,2530,495,Estadística 911,495,483,473,462,452,442,432,423,413,404,394,386,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801745,09DPR1244Q,,,,LIC. MARIANO OTERO,Primaria,Iztapalapa,-99.105882,19.333585,0900700011833,007,1833,580,Estadística 911,580,568,554,542,530,518,507,495,484,473,462,452,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801746,09DPR2271U,09DPR2272T,,,LOS DERECHOS DEL NIÑO,Primaria,Iztapalapa,-99.036026,19.345566,0900700011693,007,1693,685,Estadística 911,685,670,655,640,625,612,598,584,572,558,546,534,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801747,09DPR5076L,,,,LOS SIMBOLOS PATRIOS,Primaria,Iztapalapa,-99.025928,19.333769,0900700015573,007,5573,414,Estadística 911,414,405,396,387,378,369,361,353,345,338,330,323,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801748,09DTV0123X,,,,LUCAS ALAMÁN,Secundaria,Iztapalapa,-99.057542,19.358987,0900700011049,007,1049,83,Estadística 911,83,81,80,79,77,76,74,73,72,71,69,68,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801749,09DPR5114Y,09DPR5116W,,,LUCIO CABAÑAS BARRIENTOS,Primaria,Iztapalapa,-99.03977,19.32186,0900700015499,007,5499,936,Estadística 911,936,915,895,874,855,836,817,799,781,764,747,730,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801750,09DPR3248Z,09DPR3249Z,,,LUIS BRAILLE,Primaria,Iztapalapa,-98.994633,19.348406,0900700012719,007,2719,1000,Estadística 911,1000,978,955,934,913,893,873,854,834,815,798,780,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801751,09DPR1254X,09DPR1253Y,,,LUIS G. MONZON,Primaria,Iztapalapa,-99.067137,19.344589,090070001383A,007,383A,328,Estadística 911,328,320,313,306,299,292,286,279,273,267,261,256,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801752,09DES0198H,09DES4198I,,,LUIS PASTEUR,Secundaria,Iztapalapa,-99.032967,19.356189,0900700011091,007,1091,1043,Estadística 911,1043,1024,1006,988,970,954,936,920,903,888,872,856,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801753,09DPR2585U,09DPR0877V,09DBA0184I,09DBS0047E,LUIS PASTEUR,Primaria,Iztapalapa,-98.999465,19.371568,090070001369A,007,369A,755,Estadística 911,755,738,721,706,690,674,659,644,630,615,602,589,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801754,09DJN0954T,,,,MARÍA CRUZ MANJARREZ,Preescolar,Iztapalapa,-99.035249,19.345319,0900700011693,007,1693,187,Estadística 911,187,180,173,166,160,154,148,142,137,131,126,121,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801755,09DPR5042V,09DPR5061J,,,MACUILXOCHITZIN,Primaria,Iztapalapa,-99.027054,19.328289,0900700014240,007,4240,701,Estadística 911,701,685,670,655,640,626,612,598,585,572,559,547,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801756,09DJN0381W,09DJN0447O,,,MACUIZOCHITL,Preescolar,Iztapalapa,-99.069875,19.37906,0900700010411,007,0411,288,Estadística 911,288,277,266,256,246,236,227,219,210,202,195,187,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801757,09DPR2747P,09DPR2646R,,,MAESTRO DOMINGO TIRADO BENEDI,Primaria,Iztapalapa,-99.068132,19.340713,0900700012812,007,2812,453,Estadística 911,453,442,432,423,414,404,395,386,378,369,361,353,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801758,09DES0286B,09DES4286C,,,MAESTRO LAURO AGUIRRE,Secundaria,Iztapalapa,-99.053878,19.397808,0900700010017,007,0017,911,Estadística 911,911,894,879,863,848,833,818,803,790,776,762,748,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801759,09DES0306Z,,,,MANUEL ACUÑA,Secundaria,Iztapalapa,-99.025625,19.332212,0900700015573,007,5573,645,Estadística 911,645,633,622,611,600,590,579,569,559,549,539,529,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801760,09DPR5123F,,,,MANUEL GONZÁLEZ FLORES,Primaria,Iztapalapa,-99.013735,19.337382,0900700014077,007,4077,394,Estadística 911,394,385,376,368,359,351,344,336,329,321,314,307,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801761,09DPR3296J,09DPR3297I,,,MANUEL RIVERA CAMBAS,Primaria,Iztapalapa,-99.020025,19.329689,0900700013276,007,3276,893,Estadística 911,893,873,854,834,815,798,780,762,745,729,712,696,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801762,09DJN0436I,09DJN0939A,,,MARÍA DEL CARMEN MENDOZA ARZATE,Preescolar,Iztapalapa,-99.073903,19.354255,0900700011246,007,1246,212,Estadística 911,212,204,196,188,180,173,167,160,154,149,143,137,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801763,09DPR2891B,,,,MARÍA ENRIQUETA CAMARILLO,Primaria,Iztapalapa,-99.00236,19.364398,0900700012507,007,2507,250,Estadística 911,250,245,239,234,229,223,219,213,209,204,199,195,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801764,09DJN1333T,09DJN1431U,,,MARÍA IZQUIERDO,Preescolar,Iztapalapa,-99.035744,19.368281,0900700015677,007,5677,236,Estadística 911,236,227,217,210,201,194,186,179,172,165,159,153,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801765,09DPR1246O,09DPR2248T,09DBA0223U,,MARIANO HIDALGO,Primaria,Iztapalapa,-99.004424,19.356489,0900700012564,007,2564,920,Estadística 911,920,899,880,860,841,822,803,785,767,750,734,717,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801766,09DJN1180F,,,,MAXIMO GORKI,Preescolar,Iztapalapa,-99.057296,19.393986,0900700010021,007,0021,121,Estadística 911,121,116,112,107,103,99,96,92,88,85,82,79,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
801767,09DPR5081X,09DPR5082W,,,MELCHOR OCAMPO,Primaria,Iztapalapa,-98.993008,19.347787,0900700012719,007,2719,325,Estadística 911,325,318,311,304,297,290,284,278,271,265,260,254,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
